0.91884,5
0.91379,10
0.91414,15
0.91428,20
0.91409,25
0.91203,30
0.91231,35
0.91164,40
0.91045,45
0.90982,50
0.908,55
0.90843,60
0.90688,65
0.90646,70
0.90535,75
0.90566,80
0.90443,85
0.90281,90
0.90326,95
0.9019,100
0.89971,105
0.89934,110
0.89945,115
0.8986,125
0.89775,130
0.89559,135
0.89674,140
0.89635,150
0.89312,155
0.89378,165
0.89177,170
0.88927,180
0.88922,185
0.88964,195
0.88482,205
0.88522,215
0.88446,225
0.88344,235
0.88184,245
0.87909,260
0.87738,270
0.87642,285
0.87389,295
0.87179,310
0.8688,325
0.86757,340
0.86503,360
0.86226,375
0.85965,395
0.85747,410
0.85448,430
0.85211,450
0.84815,475
0.8466,495
0.84206,520
0.83977,545
0.83593,570
0.83196,595
0.8278,625
0.82663,655
0.82051,685
0.8154,720
0.81323,750
0.8068,790
0.80226,825
0.79616,865
0.79226,905
0.7854,950
0.7798,995
0.77415,1040
0.76756,1090
0.76246,1140
0.75481,1195
0.74728,1255
0.7392,1315
0.73151,1375
0.72473,1440
0.71631,1510
0.70756,1580
0.69837,1655
0.68776,1735
0.67957,1815
0.66924,1905
0.65883,1995
0.64974,2090
0.63558,2190
0.62735,2290
0.61529,2400
0.60313,2515
0.59155,2635
0.57997,2760
0.56708,2890
0.55346,3030
0.54128,3170
0.52863,3325
0.51437,3480
0.50159,3645
0.48932,3820
0.47387,4000
0.46332,4190
0.4491,4390
0.43587,4600
0.42346,4815
0.41026,5045
0.39837,5285
0.38451,5535
0.37121,5800
0.35835,6075
0.34567,6365
0.33466,6665
0.32131,6985
0.30875,7315
0.29524,7665
0.28256,8025
0.2697,8410
0.2566,8810
0.24351,9225
0.2294,9665
0.21621,10125
0.20258,10605
0.19103,11110
0.17697,11635
0.16629,12190
0.15536,12770
0.14603,13375
0.13769,14010
0.1284,14680
0.12198,15375
0.11253,16105
0.10506,16870
0.097556,17675
0.089744,18510
0.08312,19390
0.074251,20315
0.066438,21280
0.059289,22290
0.052847,23350
0.046671,24460
0.040709,25620
0.037392,26840
0.032056,28115
0.027752,29450
0.020152,30850
0.017136,32315
0.017818,33850
0.013112,35460
0.01288,37145
0.011328,38910
0.010137,40755
0.011156,42695
0.014206,44720
0.012266,46845
0.016108,49075
0.01723,51405
0.010472,53845
0.0075484,56405
0.0027323,59085
0.00068403,61895
0.0041648,64835
0.0050709,67915
0.0087942,71145
0.012137,74525
0.0061104,78065
-0.00090685,81775
0.013907,85650
0.018242,89750
0.019075,94000
0.022929,98450
0.023444,1.0315e+05
0.019067,1.0805e+05
0.017145,1.1315e+05
0.023602,1.1855e+05
0.024477,1.242e+05
0.019569,1.301e+05
0.014715,1.3625e+05
0.023087,1.4275e+05
0.028549,1.495e+05
0.032612,1.5665e+05
0.031875,1.6405e+05
0.022439,1.7185e+05
0.024764,1.8005e+05
0.02943,1.886e+05
0.029566,1.9755e+05
0.014934,2.0695e+05
0.019383,2.1675e+05
0.013737,2.2705e+05
0.0096735,2.3785e+05
0.015904,2.4915e+05
0.010704,2.61e+05
0.018486,2.734e+05
0.02232,2.864e+05
0.019976,3e+05
0.00010596,5.9965e+05
0.00018579,5.997e+05
-0.00029131,5.9975e+05
-8.4557e-05,5.998e+05
7.0218e-05,5.9985e+05
-0.00018687,5.999e+05
-2.7873e-05,5.9995e+05
0.00022864,6e+05
