0.77333,1
0.773,1.2
0.77321,1.4
0.77215,1.6
0.77198,2
0.7715,2.4
0.77091,5
0.76597,10
0.76126,15
0.75642,20
0.75171,25
0.74713,30
0.74247,35
0.73783,40
0.73312,45
0.72863,50
0.72393,55
0.71962,60
0.71506,65
0.71083,70
0.70613,75
0.70197,80
0.69766,85
0.69328,90
0.68905,95
0.68481,100
0.6807,105
0.67631,110
0.67232,115
0.66812,120
0.66423,125
0.66011,130
0.65618,135
0.65221,140
0.64819,145
0.64429,150
0.63644,160
0.63269,165
0.62882,170
0.62125,180
0.61768,185
0.6102,195
0.60299,205
0.5993,210
0.59223,220
0.58522,230
0.57831,240
0.57148,250
0.56478,260
0.55805,270
0.54816,285
0.54183,295
0.53235,310
0.52601,320
0.51688,335
0.50777,350
0.499,365
0.49033,380
0.48179,395
0.47338,410
0.46256,430
0.4546,445
0.44428,465
0.43406,485
0.4242,505
0.41223,530
0.40284,550
0.39159,575
0.38074,600
0.37036,625
0.36019,650
0.34813,680
0.33874,705
0.32752,735
0.31513,770
0.30485,800
0.2934,835
0.28243,870
0.27035,910
0.26028,945
0.24928,985
0.23739,1030
0.2274,1070
0.21554,1120
0.2054,1165
0.19459,1215
0.18445,1265
0.17383,1320
0.16401,1375
0.15398,1435
0.14451,1495
0.13507,1560
0.12637,1625
0.11746,1695
0.10936,1765
0.10134,1840
0.093593,1920
0.086645,2000
0.079775,2085
0.072792,2175
0.066572,2265
0.060388,2365
0.054651,2465
0.049236,2570
0.044193,2680
0.039453,2790
0.035113,2910
0.031272,3035
0.027629,3165
0.024877,3295
0.022504,3435
0.0198,3585
0.017826,3735
0.016288,3895
0.015159,4060
0.01435,4230
0.013242,4410
0.012547,4600
0.011682,4795
0.011454,5000
0.011306,5210
0.011194,5430
0.010562,5665
0.0087251,5905
0.007358,6155
0.0053175,6415
0.0036512,6690
0.0026983,6975
0.0015771,7270
0.00069082,7580
0.00016338,7900
-0.00021117,8235
1.7888e-05,8585
0.00014619,8950
0.0006907,9330
0.0016258,9725
0.0026881,10140
0.0040603,10570
0.0053732,11020
0.0061623,11490
0.0049312,11975
0.0041036,12485
0.0033669,13015
0.0034577,13570
0.0038125,14145
0.0060469,14745
0.0062959,15375
0.0024957,16025
0.0010523,16710
0.0027109,17420
0.0028364,18160
0.002621,18930
0.0023279,19735
0.0046434,20570
0.005058,21445
0.0039754,22360
0.0011396,23305
0.0033806,24300
0.00026527,25330
0.0028984,26405
0.001532,27530
-0.00077708,28700
0.00062172,29915
0.00084656,31190
-0.00062783,32515
-0.0017454,33895
0.0016851,35335
0.00037467,36835
0.0013278,38400
0.004564,40035
0.0065454,41735
0.0067407,43510
0.0071396,45355
0.0026916,47285
0.0029727,49295
0.0035873,51385
0.0025534,53570
-0.00044409,55845
-0.00040288,58220
-0.0033575,60695
-0.00028505,63270
-0.00027241,65960
0.0054162,68765
0.0044115,71685
0.0021757,74730
0.0039195,77905
0.00087764,81215
0.0005492,84650
-6.26e-05,88250
-0.0027555,92000
0.0012754,95900
0.0027698,1e+05
0.00040166,1.9965e+05
0.00029885,1.997e+05
0.00014573,1.9975e+05
-3.4025e-05,1.998e+05
-0.00012635,1.9985e+05
-0.00010632,1.999e+05
-0.00021265,1.9995e+05
-0.0003669,2e+05
