0.79565,1
0.79431,1.2
0.79463,1.4
0.79471,1.6
0.79241,2
0.79327,2.4
0.78699,5
0.77854,10
0.7705,15
0.76248,20
0.75437,25
0.74666,30
0.7389,35
0.73121,40
0.72359,45
0.716,50
0.70843,55
0.70138,60
0.6942,65
0.68703,70
0.67985,75
0.67298,80
0.66599,85
0.65909,90
0.65248,95
0.64568,100
0.6392,105
0.63265,110
0.626,115
0.61988,120
0.61359,125
0.60721,130
0.60089,135
0.5947,140
0.58886,145
0.58272,150
0.57117,160
0.56525,165
0.55944,170
0.54827,180
0.54282,185
0.53197,195
0.52111,205
0.51605,210
0.50548,220
0.49553,230
0.48565,240
0.47595,250
0.46645,260
0.45732,270
0.44406,285
0.43519,295
0.42256,310
0.41421,320
0.4021,335
0.39035,350
0.37883,365
0.36783,380
0.35725,395
0.3472,410
0.33387,430
0.32429,445
0.31205,465
0.30031,485
0.28879,505
0.27525,530
0.26486,550
0.25252,575
0.24077,600
0.22971,625
0.21908,650
0.20739,680
0.19821,705
0.18768,735
0.17607,770
0.16692,800
0.1568,835
0.14704,870
0.13677,910
0.12829,945
0.11942,985
0.11051,1030
0.10305,1070
0.094613,1120
0.087723,1165
0.080507,1215
0.073925,1265
0.067118,1320
0.060998,1375
0.054689,1435
0.049195,1495
0.043946,1560
0.03895,1625
0.034144,1695
0.029715,1765
0.025657,1840
0.02214,1920
0.019013,2000
0.016037,2085
0.013609,2175
0.011279,2265
0.0093355,2365
0.0081524,2465
0.007079,2570
0.0059008,2680
0.0046714,2790
0.0032905,2910
0.0021494,3035
0.00062011,3165
-0.00041983,3295
-0.00087311,3435
-0.0017098,3585
-0.0014329,3735
-0.0015409,3895
-0.0024432,4060
-0.0025338,4230
-0.0026319,4410
-0.0024775,4600
-0.0025216,4795
-0.0027139,5000
-0.0034375,5210
-0.003754,5430
-0.0031955,5665
-0.0031607,5905
-0.0032038,6155
-0.0027406,6415
-0.0034156,6690
-0.0040664,6975
-0.0031197,7270
-0.0028249,7580
-0.0022767,7900
-0.0032455,8235
-0.0028092,8585
-0.0024761,8950
-0.0024283,9330
-0.0027268,9725
-0.0019017,10140
-0.0019085,10570
-0.0019285,11020
-0.0014622,11490
-0.00091636,11975
-0.00025215,12485
-0.0016214,13015
-0.0041824,13570
-0.0020307,14145
-0.0038465,14745
-0.0025483,15375
-0.0021924,16025
-0.0022587,16710
-0.0041757,17420
-0.0037944,18160
-0.0052751,18930
-0.003626,19735
-0.0031497,20570
-0.005481,21445
-0.0047279,22360
-0.0016699,23305
-0.0036054,24300
0.0015156,25330
0.001681,26405
0.00087167,27530
0.0018055,28700
-0.0015589,29915
0.0025273,31190
-0.0034629,32515
-0.00074826,33895
-3.438e-05,35335
-0.0031234,36835
-0.0011595,38400
-0.0033608,40035
-0.0032244,41735
-0.0055868,43510
-0.0038581,45355
-0.0015931,47285
-0.0015008,49295
-0.0070279,51385
-0.004113,53570
-0.0025893,55845
-0.0016074,58220
-0.0029467,60695
-0.0019917,63270
-0.0030352,65960
-0.0054006,68765
-0.0077945,71685
-0.0030122,74730
-0.00038131,77905
-0.00047921,81215
-0.001708,84650
-0.0038131,88250
-0.0012182,92000
-0.0018307,95900
-0.0051782,1e+05
0.00053116,1.9965e+05
0.00041223,1.997e+05
0.00025519,1.9975e+05
5.3978e-05,1.998e+05
-8.329e-05,1.9985e+05
-0.0002666,1.999e+05
-0.00035647,1.9995e+05
-0.0005462,2e+05
